istio/istio.io,511608415,5245,"{'number': 5245.0, 'repo': 'istio.io', 'user_login': 'istio'}","[{'action': 'opened', 'author': 'adammil2000', 'comment_id': None, 'datetime': '2019-10-23T22:39:38Z', 'masked_author': 'username_0', 'text': 'Adding the istioctl upgrade feature documentation.', 'title': 'istioctl upgrade feature docs', 'type': 'issue'}
 {'action': 'created', 'author': 'adammil2000', 'comment_id': 547523704.0, 'datetime': '2019-10-29 16:55:02+00:00', 'masked_author': 'username_0', 'text': 'Please ignore the link check failure, its temporary due to the reason mentioned on the target site:\r\n\r\n""Due to the fires and power outages in California, oreilly.com is unavailable.""', 'title': None, 'type': 'comment'}]","<issue_start><issue_comment>Title: istioctl upgrade feature docs
username_0: Adding the istioctl upgrade feature documentation.
<issue_comment>username_0: Please ignore the link check failure, its temporary due to the reason mentioned on the target site:

""Due to the fires and power outages in California, oreilly.com is unavailable."""
taiwangoldcard/website,636663370,9,,"[{'action': 'opened', 'author': 'fifieldt', 'comment_id': None, 'datetime': '2020-06-11 02:09:30+00:00', 'masked_author': 'username_0', 'text': 'The site search, powered by lunr.js is currently disabled in config.toml.\r\n\r\nThis is a necessary feature and should be fixed.\r\n\r\nAt the moment, when enabled, search is functional. However, the search results it provides only include major section titles and link through to major sections.\r\n\r\nInstead, search results should include individual question headings and link through to individual questions.', 'title': 'Site Search is Disabled, and when Enabled it only sends users to broad sections', 'type': 'issue'}
 {'action': 'created', 'author': 'fifieldt', 'comment_id': 642362816.0, 'datetime': '2020-06-11 02:10:50+00:00', 'masked_author': 'username_0', 'text': 'So, looking at the lunr index function in themes/compose/assets/js/search.js ... it looks like all that is index is a hugo ""Page"", with the entire content of that page included as the ""body"". There is no segregation of content within the page from a search indexing perspective.', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'geekyme', 'comment_id': 699522342.0, 'datetime': '2020-09-26 17:11:36+00:00', 'masked_author': 'username_1', 'text': 'Closing this since we got a fix above! Cheers!', 'title': None, 'type': 'comment'}
 {'action': 'closed', 'author': 'geekyme', 'comment_id': None, 'datetime': '2020-09-26 17:11:36+00:00', 'masked_author': 'username_1', 'text': '', 'title': None, 'type': 'issue'}
 {'action': 'created', 'author': 'fifieldt', 'comment_id': 699698726.0, 'datetime': '2020-09-27 22:54:51+00:00', 'masked_author': 'username_0', 'text': ""Yeah, we probably need a new issue for this though. Entries in the search list don't provide question titles - just section headings."", 'title': None, 'type': 'comment'}]","<issue_start><issue_comment>Title: Site Search is Disabled, and when Enabled it only sends users to broad sections
username_0: The site search, powered by lunr.js is currently disabled in config.toml.

This is a necessary feature and should be fixed.

At the moment, when enabled, search is functional. However, the search results it provides only include major section titles and link through to major sections.

Instead, search results should include individual question headings and link through to individual questions.
<issue_comment>username_0: So, looking at the lunr index function in themes/compose/assets/js/search.js ... it looks like all that is index is a hugo ""Page"", with the entire content of that page included as the ""body"". There is no segregation of content within the page from a search indexing perspective.
<issue_comment>username_1: Closing this since we got a fix above! Cheers!<issue_closed>
<issue_comment>username_0: Yeah, we probably need a new issue for this though. Entries in the search list don't provide question titles - just section headings."
apache/apisix-website,1160971620,944,,"[{'action': 'opened', 'author': 'tzssangglass', 'comment_id': None, 'datetime': '2022-03-07 06:38:56+00:00', 'masked_author': 'username_0', 'text': ""### Current State\n\nNow we have the powered-by page, which already corresponds to some icons. But they don't look uniform enough.\r\n\r\npowered-by: https://github.com/apache/apisix/blob/master/powered-by.md\r\n\r\n\n\n### Desired State\n\nMaybe we can refer to the user cases design of skywalking website: https://skywalking.apache.org/users/\r\n\r\nlink: https://github.com/apache/skywalking-website/blob/master/data/users.yml\n\n### Would you like to fix this issue?\n\n_No response_"", 'title': '[Docs]: add user case page', 'type': 'issue'}
 {'action': 'created', 'author': 'oil-oil', 'comment_id': 1060610684.0, 'datetime': '2022-03-07 11:58:17+00:00', 'masked_author': 'username_1', 'text': 'Do we need to add a new page in apisix website to show powered by ?', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'tzssangglass', 'comment_id': 1060615450.0, 'datetime': '2022-03-07 12:04:04+00:00', 'masked_author': 'username_0', 'text': ""I don't think so, maybe we need to modify apisix powered-by.md to provide accurate data, but still be displayed in APISIX WebSite."", 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'SkyeYoung', 'comment_id': 1062713395.0, 'datetime': '2022-03-09 09:18:17+00:00', 'masked_author': 'username_2', 'text': '@username_0 Looks like we already have a page https://apisix.apache.org/zh/showcase. Maybe we just need change the powered-by.md? And should we use a more structural file like yaml or json to replace the powered-by.md?', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'tzssangglass', 'comment_id': 1063564079.0, 'datetime': '2022-03-10 01:35:22+00:00', 'masked_author': 'username_0', 'text': 'Yes, maybe we can just move powered-by to the apisix-website directory and change his format. cc @username_7 PTAL', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'Baoyuantop', 'comment_id': 1063572622.0, 'datetime': '2022-03-10 01:54:48+00:00', 'masked_author': 'username_3', 'text': 'Current the data save in https://github.com/apache/apisix-website/blob/master/website/static/data/showcases.json , We need to synchronize this file.', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'SkyeYoung', 'comment_id': 1063580934.0, 'datetime': '2022-03-10 02:11:44+00:00', 'masked_author': 'username_2', 'text': 'I think we may just need one file (just like skywalking), or add the link of `showcases.json` to `powered-by.md` 🤔', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'moonming', 'comment_id': 1063711432.0, 'datetime': '2022-03-10 06:32:11+00:00', 'masked_author': 'username_4', 'text': 'by the way, The logos in [apisix.apache.org/zh/showcase](https://apisix.apache.org/zh/showcase) are not clear', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'hanzhenfang', 'comment_id': 1065839946.0, 'datetime': '2022-03-12 08:21:41+00:00', 'masked_author': 'username_5', 'text': 'ok i will try my best to completed the issuse', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'hanzhenfang', 'comment_id': 1065840403.0, 'datetime': '2022-03-12 08:25:05+00:00', 'masked_author': 'username_5', 'text': 'ok ,i  think i can try to completed it!', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'guoqqqi', 'comment_id': 1065840697.0, 'datetime': '2022-03-12 08:27:35+00:00', 'masked_author': 'username_6', 'text': '@username_5 It may be necessary to adjust the style of the image, and for some images that are still unclear, they need to be replaced with clearer ones. If you encounter any problems, feel free to drop me a line ～ Thanks 😄', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'guoqqqi', 'comment_id': 1065842598.0, 'datetime': '2022-03-12 08:42:11+00:00', 'masked_author': 'username_6', 'text': ""+1 Now we need to maintain two files, `showcases.json`, `powered-by.md`. To be honest, it's a bit complicated to make sure the two files are the same every time we update it"", 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'hanzhenfang', 'comment_id': 1065899744.0, 'datetime': '2022-03-12 15:11:56+00:00', 'masked_author': 'username_5', 'text': 'Thinks,i will', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'hanzhenfang', 'comment_id': 1065997844.0, 'datetime': '2022-03-13 01:16:17+00:00', 'masked_author': 'username_5', 'text': ""Whether the order of ICONS is important? And I can't @your id."", 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'hanzhenfang', 'comment_id': 1066052727.0, 'datetime': '2022-03-13 08:33:42+00:00', 'masked_author': 'username_5', 'text': '@username_6 \r\nhey, I have replaced nine pictures like these. \r\nThe old:\r\n![image](https://user-images.githubusercontent.com/99874763/158051186-d9939a14-0b7a-43d3-b746-2925c8a45610.png). ![image](https://user-images.githubusercontent.com/99874763/158051277-002beb24-639b-4f76-9e49-0b1da92d7aae.png)![image](https://user-images.githubusercontent.com/99874763/158051299-c94d5033-1a9e-4dbd-9150-ad840bd0dbdb.png)![image](https://user-images.githubusercontent.com/99874763/158051365-5c95452f-d45c-4844-a316-cccc14231e92.png)![image](https://user-images.githubusercontent.com/99874763/158051374-a0ac41fa-6081-4b92-84a4-e717d252b615.png)\r\n\r\n\r\nThe new:\r\n<img width=""142"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051211-2ba3a20b-8e10-4638-9d4f-a4759dc05103.png""><img width=""126"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051285-6d36d42a-2fdf-4a4d-87d7-ff6f9e3e2cf8.png""><img width=""105"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051314-552c96b1-f5ce-441c-8644-9b5df4abda4f.png""><img width=""119"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051339-02913067-a143-4bf1-afaf-6c57eeaf6fdd.png""><img width=""109"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051382-36bbaa54-6435-4f55-952a-21addb24e467.png"">\r\nAnd so on.\r\nI also add some Media queries to make the page look better in a small screen like this.\r\n![image](https://user-images.githubusercontent.com/99874763/158051611-b2f9f358-5d87-4a90-9283-798b55d3bffa.png)\r\n<img width=""813"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051638-cf5d4e53-e441-4a43-a122-b359629478ac.png"">', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'hanzhenfang', 'comment_id': 1066053261.0, 'datetime': '2022-03-13 08:37:11+00:00', 'masked_author': 'username_5', 'text': '@username_6 And I think I can make the page more beautiful if you give me some suggestions.😊', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'guoqqqi', 'comment_id': 1066091777.0, 'datetime': '2022-03-13 12:31:50+00:00', 'masked_author': 'username_6', 'text': 'Hi, @username_5 I have not to see your PR, please create your PR, then we can talk about it', 'title': None, 'type': 'comment'}
 {'action': 'closed', 'author': 'juzhiyuan', 'comment_id': None, 'datetime': '2022-03-21 01:56:06+00:00', 'masked_author': 'username_7', 'text': '', 'title': None, 'type': 'issue'}]","<issue_start><issue_comment>Title: [Docs]: add user case page
username_0: ### Current State

Now we have the powered-by page, which already corresponds to some icons. But they don't look uniform enough.

powered-by: https://github.com/apache/apisix/blob/master/powered-by.md



### Desired State

Maybe we can refer to the user cases design of skywalking website: https://skywalking.apache.org/users/

link: https://github.com/apache/skywalking-website/blob/master/data/users.yml

### Would you like to fix this issue?

_No response_
<issue_comment>username_1: Do we need to add a new page in apisix website to show powered by ?
<issue_comment>username_0: I don't think so, maybe we need to modify apisix powered-by.md to provide accurate data, but still be displayed in APISIX WebSite.
<issue_comment>username_2: @username_0 Looks like we already have a page https://apisix.apache.org/zh/showcase. Maybe we just need change the powered-by.md? And should we use a more structural file like yaml or json to replace the powered-by.md?
<issue_comment>username_0: Yes, maybe we can just move powered-by to the apisix-website directory and change his format. cc @username_7 PTAL
<issue_comment>username_3: Current the data save in https://github.com/apache/apisix-website/blob/master/website/static/data/showcases.json , We need to synchronize this file.
<issue_comment>username_2: I think we may just need one file (just like skywalking), or add the link of `showcases.json` to `powered-by.md` 🤔
<issue_comment>username_4: by the way, The logos in [apisix.apache.org/zh/showcase](https://apisix.apache.org/zh/showcase) are not clear
<issue_comment>username_5: ok i will try my best to completed the issuse
<issue_comment>username_5: ok ,i  think i can try to completed it!
<issue_comment>username_6: @username_5 It may be necessary to adjust the style of the image, and for some images that are still unclear, they need to be replaced with clearer ones. If you encounter any problems, feel free to drop me a line ～ Thanks 😄
<issue_comment>username_6: +1 Now we need to maintain two files, `showcases.json`, `powered-by.md`. To be honest, it's a bit complicated to make sure the two files are the same every time we update it
<issue_comment>username_5: Thinks,i will
<issue_comment>username_5: Whether the order of ICONS is important? And I can't @your id.
<issue_comment>username_5: @username_6 
hey, I have replaced nine pictures like these. 
The old:
![image](https://user-images.githubusercontent.com/99874763/158051186-d9939a14-0b7a-43d3-b746-2925c8a45610.png). ![image](https://user-images.githubusercontent.com/99874763/158051277-002beb24-639b-4f76-9e49-0b1da92d7aae.png)![image](https://user-images.githubusercontent.com/99874763/158051299-c94d5033-1a9e-4dbd-9150-ad840bd0dbdb.png)![image](https://user-images.githubusercontent.com/99874763/158051365-5c95452f-d45c-4844-a316-cccc14231e92.png)![image](https://user-images.githubusercontent.com/99874763/158051374-a0ac41fa-6081-4b92-84a4-e717d252b615.png)


The new:
<img width=""142"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051211-2ba3a20b-8e10-4638-9d4f-a4759dc05103.png""><img width=""126"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051285-6d36d42a-2fdf-4a4d-87d7-ff6f9e3e2cf8.png""><img width=""105"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051314-552c96b1-f5ce-441c-8644-9b5df4abda4f.png""><img width=""119"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051339-02913067-a143-4bf1-afaf-6c57eeaf6fdd.png""><img width=""109"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051382-36bbaa54-6435-4f55-952a-21addb24e467.png"">
And so on.
I also add some Media queries to make the page look better in a small screen like this.
![image](https://user-images.githubusercontent.com/99874763/158051611-b2f9f358-5d87-4a90-9283-798b55d3bffa.png)
<img width=""813"" alt=""image"" src=""https://user-images.githubusercontent.com/99874763/158051638-cf5d4e53-e441-4a43-a122-b359629478ac.png"">
<issue_comment>username_5: @username_6 And I think I can make the page more beautiful if you give me some suggestions.😊
<issue_comment>username_6: Hi, @username_5 I have not to see your PR, please create your PR, then we can talk about it<issue_closed>"
kubernetes/website,864553157,27657,,"[{'action': 'opened', 'author': 'jihoon-seo', 'comment_id': None, 'datetime': '2021-04-22 05:25:32+00:00', 'masked_author': 'username_0', 'text': ""**This is a Bug Report**\r\n\r\n<!-- Thanks for filing an issue! Before submitting, please fill in the following information. -->\r\n<!-- See https://kubernetes.io/docs/contribute/start/ for guidance on writing an actionable issue description. -->\r\n\r\n<!--Required Information-->\r\n**Problem:**\r\nSome lines are too long in Markdown code.\r\n\r\n\r\n- [intro-windows-in-kubernetes.md](https://github.com/kubernetes/website/blob/master/content/en/docs/setup/production-environment/windows/intro-windows-in-kubernetes.md) ([raw](https://github.com/kubernetes/website/raw/master/content/en/docs/setup/production-environment/windows/intro-windows-in-kubernetes.md))\r\n- [user-guide-windows-containers.md](https://github.com/kubernetes/website/blob/master/content/en/docs/setup/production-environment/windows/user-guide-windows-containers.md) ([raw](https://github.com/kubernetes/website/raw/master/content/en/docs/setup/production-environment/windows/user-guide-windows-containers.md))\r\n- ...\r\n\r\nIt makes localization teams feel difficult to work.\r\n\r\nFor example,\r\n`git diff upstream/dev-1.20-ko.7 upstream/dev-1.21-ko.1 -- content/en/docs/setup/production-environment/windows/intro-windows-in-kubernetes.md`\r\n```diff\r\n-Windows has strict compatibility rules, where the host OS version must match the container base image OS version. Only Windows containers with a container operating system of Windows Server 2019 are supported. Hyper-V isolation of containers, enabling some backward compatibility of Windows container image versions, is planned for a future release.\r\n+##### Memory Reservations\r\n+Windows does not have an out-of-memory process killer as Linux does. Windows always treats all user-mode memory allocations as virtual, and pagefiles are mandatory. The net effect is that Windows won't reach out of memory conditions the same way Linux does, and processes page to disk instead of being subject to out of memory (OOM) termination. If memory is over-provisioned and all physical memory is exhausted, then paging can slow down performance.\r\n+\r\n+Keeping memory usage within reasonable bounds is possible using the kubelet parameters `--kubelet-reserve` and/or `--system-reserve` to account for memory usage on the node (outside of containers). This reduces [NodeAllocatable](/docs/tasks/administer-cluster/reserve-compute-resources/#node-allocatable). \r\n+\r\n+{{< note >}}\r\n+As you deploy workloads, use resource limits (must set only limits or limits must equal requests) on containers. This also subtracts from NodeAllocatable and prevents the scheduler from adding more pods once a node is full.\r\n+{{< /note >}}\r\n+\r\n+A best practice to avoid over-provisioning is to configure the kubelet with a system reserved memory of at least 2GB to account for Windows, Docker, and Kubernetes processes.\r\n+\r\n+##### CPU Reservations\r\n+To account for Windows, Docker and other Kubernetes host processes it is recommended to reserve a percentage of CPU so they are able to respond to events. This value needs to be scaled based on the number of CPU cores available on the Windows node.To determine this percentage a user should identify the maximum pod density for each of their nodes and monitor the CPU usage of the system services choosing a value that meets their workload needs.\r\n```\r\n\r\n**Proposed Solution:**\r\nAdd some line breaks in Markdown code\r\n\r\n**Page to Update:**\r\n(All PRs which will be related to this issue should make no changes on k8s.io website pages.)\r\n\r\n<!--Optional Information (remove the comment tags around information you would like to include)-->\r\n<!--Kubernetes Version:-->\r\n\r\n<!--Additional Information:-->\r\n\r\n/language en\r\n/assign"", 'title': 'Some lines are too long in Markdown code', 'type': 'issue'}
 {'action': 'created', 'author': 'sftim', 'comment_id': 824646628.0, 'datetime': '2021-04-22 08:26:38+00:00', 'masked_author': 'username_1', 'text': ""/priority awaiting-more-evidence\r\n\r\n@username_0 I think this could be a controversial policy change. We should discuss it and if adopting a policy, first we should document that within https://kubernetes.io/docs/contribute/ - then (maybe a 2nd commit in the same PR) we tweak the line endings.\r\n\r\nMy gut feeling is that different people will have different views on what we should do.\r\n\r\nIf we definitely don't like long lines, we could also add automation to warn when changes would add them."", 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'tengqm', 'comment_id': 824676798.0, 'datetime': '2021-04-22 09:12:00+00:00', 'masked_author': 'username_2', 'text': '+1000 to break long lines!', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'sftim', 'comment_id': 824711079.0, 'datetime': '2021-04-22 10:05:52+00:00', 'masked_author': 'username_1', 'text': ""I've added this to the agenda for the next SIG Docs weekly meeting."", 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'inductor', 'comment_id': 838896512.0, 'datetime': '2021-05-11 17:45:22+00:00', 'masked_author': 'username_3', 'text': 'Just one thing to note for putting new lines in a long sentence.\r\nJapanese (and I believe Chinese too) does not have any blanks("" "") between each word in sentences. When you put a new line in Markdown it will be rendered as a blank. Even in Japanese team we have some discussion where we should put new line in a sentence or not but it basically brings unnecessary blank for us so it\'s not the ""best"".\r\n\r\nSo I would personally like more to ask if the long sentences can be split into a few sentences, then we can put new lines between them...', 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'tengqm', 'comment_id': 839358293.0, 'datetime': '2021-05-12 01:11:54+00:00', 'masked_author': 'username_2', 'text': ""My understanding of this issue is a little bit different. It looks to me that some contributors are not very familiar with Markdown syntax. The pain point is not about lines; it is about paragraphs. Maybe we, as members of the team, need to let the contributors know how Markdown paragraphs are processed. For example, the following one is not good because it puts all sentences into a single line for the version control system to parse.\r\n\r\n```\r\nWindows applications constitute a large portion of the services and applications that run in many organizations.  [Windows containers](https://aka.ms/windowscontainers) provide a modern way to encapsulate processes and package dependencies, making it easier to use DevOps practices and follow cloud native patterns for Windows applications.  Kubernetes has become the defacto standard container orchestrator, and the release of Kubernetes 1.14 includes production support for scheduling Windows containers on Windows nodes in a Kubernetes cluster, enabling a vast ecosystem of Windows applications to leverage the power of Kubernetes. Organizations with investments in Windows-based applications and Linux-based applications don't have to look for separate orchestrators to manage their workloads, leading to increased operational efficiencies across their deployments, regardless of operating system.\r\n```\r\n\r\nWhile the following revised version is a lot better:\r\n\r\n```\r\nWindows applications constitute a large portion of the services and\r\napplications that run in many organizations.\r\n[Windows containers](https://aka.ms/windowscontainers) provide a modern way to\r\nencapsulate processes and package dependencies, making it easier to use DevOps\r\npractices and follow cloud native patterns for Windows applications.\r\nKubernetes has become the defacto standard container orchestrator, and the\r\nrelease of Kubernetes 1.14 includes production support for scheduling Windows\r\ncontainers on Windows nodes in a Kubernetes cluster, enabling a vast ecosystem\r\nof Windows applications to leverage the power of Kubernetes. Organizations\r\nwith investments in Windows-based applications and Linux-based applications\r\ndon't have to look for separate orchestrators to manage their workloads,\r\nleading to increased operational efficiencies across their deployments,\r\nregardless of operating system.\r\n```\r\n\r\nThe outputs (i.e. the HTML snippets) generated from the above two formats are identical. There won't be any impact on performance or something else.\r\n\r\nIn some cases, the following format is acceptable too. In this example, the paragraph is organized into lines of different lengths. However, this organization might be easier for authors to organize the content. In other words, we do NOT have to impose hard constraints on how or where to insert line breaks. The key point is that we'd better break the long paragraphs somehow. It would benefit the reviewers for the English content and the translators for all other languages.\r\n\r\n```\r\nWindows applications constitute a large portion of the services and\r\napplications that run in many organizations.\r\n[Windows containers](https://aka.ms/windowscontainers) provide a modern way to\r\nencapsulate processes and package dependencies, making it easier to use DevOps practices\r\nand follow cloud native patterns for Windows applications.\r\nKubernetes has become the defacto standard container orchestrator,\r\nand the release of Kubernetes 1.14 includes production support for scheduling Windows\r\ncontainers on Windows nodes in a Kubernetes cluster,\r\nenabling a vast ecosystem of Windows applications to leverage the power of Kubernetes.\r\nOrganizations with investments in Windows-based applications and\r\nLinux-based applications don't have to look for separate orchestrators to manage their workloads,\r\nleading to increased operational efficiencies across their deployments,\r\nregardless of operating system.\r\n```"", 'title': None, 'type': 'comment'}
 {'action': 'created', 'author': 'sftim', 'comment_id': 895877280.0, 'datetime': '2021-08-10 09:28:57+00:00', 'masked_author': 'username_1', 'text': '/remove-lifecycle stale\r\n/triage accepted\r\n/priority backlog', 'title': None, 'type': 'comment'}]","<issue_start><issue_comment>Title: Some lines are too long in Markdown code
username_0: **This is a Bug Report**

<!-- Thanks for filing an issue! Before submitting, please fill in the following information. -->
<!-- See https://kubernetes.io/docs/contribute/start/ for guidance on writing an actionable issue description. -->

<!--Required Information-->
**Problem:**
Some lines are too long in Markdown code.


- [intro-windows-in-kubernetes.md](https://github.com/kubernetes/website/blob/master/content/en/docs/setup/production-environment/windows/intro-windows-in-kubernetes.md) ([raw](https://github.com/kubernetes/website/raw/master/content/en/docs/setup/production-environment/windows/intro-windows-in-kubernetes.md))
- [user-guide-windows-containers.md](https://github.com/kubernetes/website/blob/master/content/en/docs/setup/production-environment/windows/user-guide-windows-containers.md) ([raw](https://github.com/kubernetes/website/raw/master/content/en/docs/setup/production-environment/windows/user-guide-windows-containers.md))
- ...

It makes localization teams feel difficult to work.

For example,
`git diff upstream/dev-1.20-ko.7 upstream/dev-1.21-ko.1 -- content/en/docs/setup/production-environment/windows/intro-windows-in-kubernetes.md`
```diff
-Windows has strict compatibility rules, where the host OS version must match the container base image OS version. Only Windows containers with a container operating system of Windows Server 2019 are supported. Hyper-V isolation of containers, enabling some backward compatibility of Windows container image versions, is planned for a future release.
+##### Memory Reservations
+Windows does not have an out-of-memory process killer as Linux does. Windows always treats all user-mode memory allocations as virtual, and pagefiles are mandatory. The net effect is that Windows won't reach out of memory conditions the same way Linux does, and processes page to disk instead of being subject to out of memory (OOM) termination. If memory is over-provisioned and all physical memory is exhausted, then paging can slow down performance.
+
+Keeping memory usage within reasonable bounds is possible using the kubelet parameters `--kubelet-reserve` and/or `--system-reserve` to account for memory usage on the node (outside of containers). This reduces [NodeAllocatable](/docs/tasks/administer-cluster/reserve-compute-resources/#node-allocatable). 
+
+{{< note >}}
+As you deploy workloads, use resource limits (must set only limits or limits must equal requests) on containers. This also subtracts from NodeAllocatable and prevents the scheduler from adding more pods once a node is full.
+{{< /note >}}
+
+A best practice to avoid over-provisioning is to configure the kubelet with a system reserved memory of at least 2GB to account for Windows, Docker, and Kubernetes processes.
+
+##### CPU Reservations
+To account for Windows, Docker and other Kubernetes host processes it is recommended to reserve a percentage of CPU so they are able to respond to events. This value needs to be scaled based on the number of CPU cores available on the Windows node.To determine this percentage a user should identify the maximum pod density for each of their nodes and monitor the CPU usage of the system services choosing a value that meets their workload needs.
```

**Proposed Solution:**
Add some line breaks in Markdown code

**Page to Update:**
(All PRs which will be related to this issue should make no changes on k8s.io website pages.)

<!--Optional Information (remove the comment tags around information you would like to include)-->
<!--Kubernetes Version:-->

<!--Additional Information:-->

/language en
/assign
<issue_comment>username_1: /priority awaiting-more-evidence

@username_0 I think this could be a controversial policy change. We should discuss it and if adopting a policy, first we should document that within https://kubernetes.io/docs/contribute/ - then (maybe a 2nd commit in the same PR) we tweak the line endings.

My gut feeling is that different people will have different views on what we should do.

If we definitely don't like long lines, we could also add automation to warn when changes would add them.
<issue_comment>username_2: +1000 to break long lines!
<issue_comment>username_1: I've added this to the agenda for the next SIG Docs weekly meeting.
<issue_comment>username_3: Just one thing to note for putting new lines in a long sentence.
Japanese (and I believe Chinese too) does not have any blanks("" "") between each word in sentences. When you put a new line in Markdown it will be rendered as a blank. Even in Japanese team we have some discussion where we should put new line in a sentence or not but it basically brings unnecessary blank for us so it's not the ""best"".

So I would personally like more to ask if the long sentences can be split into a few sentences, then we can put new lines between them...
<issue_comment>username_2: My understanding of this issue is a little bit different. It looks to me that some contributors are not very familiar with Markdown syntax. The pain point is not about lines; it is about paragraphs. Maybe we, as members of the team, need to let the contributors know how Markdown paragraphs are processed. For example, the following one is not good because it puts all sentences into a single line for the version control system to parse.

```
Windows applications constitute a large portion of the services and applications that run in many organizations.  [Windows containers](https://aka.ms/windowscontainers) provide a modern way to encapsulate processes and package dependencies, making it easier to use DevOps practices and follow cloud native patterns for Windows applications.  Kubernetes has become the defacto standard container orchestrator, and the release of Kubernetes 1.14 includes production support for scheduling Windows containers on Windows nodes in a Kubernetes cluster, enabling a vast ecosystem of Windows applications to leverage the power of Kubernetes. Organizations with investments in Windows-based applications and Linux-based applications don't have to look for separate orchestrators to manage their workloads, leading to increased operational efficiencies across their deployments, regardless of operating system.
```

While the following revised version is a lot better:

```
Windows applications constitute a large portion of the services and
applications that run in many organizations.
[Windows containers](https://aka.ms/windowscontainers) provide a modern way to
encapsulate processes and package dependencies, making it easier to use DevOps
practices and follow cloud native patterns for Windows applications.
Kubernetes has become the defacto standard container orchestrator, and the
release of Kubernetes 1.14 includes production support for scheduling Windows
containers on Windows nodes in a Kubernetes cluster, enabling a vast ecosystem
of Windows applications to leverage the power of Kubernetes. Organizations
with investments in Windows-based applications and Linux-based applications
don't have to look for separate orchestrators to manage their workloads,
leading to increased operational efficiencies across their deployments,
regardless of operating system.
```

The outputs (i.e. the HTML snippets) generated from the above two formats are identical. There won't be any impact on performance or something else.

In some cases, the following format is acceptable too. In this example, the paragraph is organized into lines of different lengths. However, this organization might be easier for authors to organize the content. In other words, we do NOT have to impose hard constraints on how or where to insert line breaks. The key point is that we'd better break the long paragraphs somehow. It would benefit the reviewers for the English content and the translators for all other languages.

```
Windows applications constitute a large portion of the services and
applications that run in many organizations.
[Windows containers](https://aka.ms/windowscontainers) provide a modern way to
encapsulate processes and package dependencies, making it easier to use DevOps practices
and follow cloud native patterns for Windows applications.
Kubernetes has become the defacto standard container orchestrator,
and the release of Kubernetes 1.14 includes production support for scheduling Windows
containers on Windows nodes in a Kubernetes cluster,
enabling a vast ecosystem of Windows applications to leverage the power of Kubernetes.
Organizations with investments in Windows-based applications and
Linux-based applications don't have to look for separate orchestrators to manage their workloads,
leading to increased operational efficiencies across their deployments,
regardless of operating system.
```
<issue_comment>username_1: /remove-lifecycle stale
/triage accepted
/priority backlog"
